,total_amount
234351,2.19
801371,0.39
816556,1.29
173441,0.49
524958,0.79
571417,1.19
234087,1.34
12748,2.29
626733,1.58
259642,3.35
676485,0.67
38059,1.19
499497,0.49
667273,1.59
490569,3.89
313812,2.89
423789,2.49
48990,3.18
460955,2.52
750275,1.77
697049,1.19
16038,0.84
26615,1.79
728084,1.19
467419,1.27
754308,1.77
38264,2.38
77903,0.99
542566,0.99
73287,2.79
238236,1.5
25508,0.75
7857,2.0
518712,0.99
311984,2.89
756044,1.69
141799,2.19
792944,0.89
464803,0.86
788867,0.99
156325,2.39
174033,0.59
575036,1.79
262226,2.69
195325,1.45
262313,2.69
652648,0.69
105280,0.59
365437,1.99
298025,0.99
602732,1.19
417107,2.19
639433,0.45
391178,2.15
362317,2.99
55125,3.49
428503,2.99
781456,0.99
513597,1.19
394077,2.19
697043,1.19
718965,0.74
514014,0.99
397549,2.19
560858,1.59
785497,0.88
403985,3.19
122971,1.19
123676,0.54
186196,1.59
578900,1.5
308697,2.99
796281,1.78
703889,0.75
49466,1.59
550917,1.88
178636,0.84
78508,0.99
744603,0.99
756395,1.69
400799,1.15
228721,1.5
760912,0.67
388744,1.99
340778,2.5
341990,2.0
521409,1.19
229772,0.99
58889,3.59
70955,2.79
170366,3.19
264510,2.69
144528,2.29
251051,0.99
584940,1.5
409632,2.19
195813,1.99
474914,2.09
70872,2.79
535615,2.99
13912,0.5
604647,1.69
156742,2.39
764054,0.79
247124,1.98
120744,2.18
480336,0.79
563808,2.79
694372,0.85
371823,3.09
693009,0.67
241848,0.99
431812,0.99
498381,2.69
795821,1.09
24333,0.34
696744,1.19
282284,0.99
78875,0.99
784417,1.19
455016,1.32
137660,1.89
745515,0.38
756559,1.69
80402,1.29
81225,0.83
346993,2.0
184939,0.99
526030,0.8
773219,0.77
147529,2.29
50378,1.79
676099,0.67
604567,1.0
139528,1.89
803476,0.39
642355,0.45
638575,0.45
601104,1.19
572162,1.19
249109,1.5
622359,0.79
85269,0.99
169510,2.99
186664,1.2
295692,0.99
462559,1.69
322947,2.99
741635,1.29
424636,2.29
121242,2.18
1912,2.5
445903,1.29
651997,0.67
346703,2.69
641793,0.45
262021,2.09
558747,1.59
670285,1.77
767303,0.69
189525,1.85
574432,1.5
742979,1.59
492480,1.79
815836,1.69
558519,1.5
645990,0.45
55237,3.49
206692,1.5
642776,0.45
310234,2.49
507797,0.79
658613,0.67
143997,2.29
592654,1.25
440157,2.45
607878,1.09
361726,2.09
283882,1.99
540421,0.99
696715,1.19
150765,2.19
622360,0.99
475918,1.89
390179,3.9
607506,1.25
520559,0.99
198282,0.99
720719,0.99
306816,2.89
41001,0.8
240179,0.49
648725,1.3
474121,1.99
478664,0.79
303510,3.79
474555,1.99
197148,1.5
130459,3.98
714638,0.79
328506,2.69
490933,1.79
414456,2.25
316830,2.49
384668,1.49
781743,0.99
295638,0.99
413454,1.99
578125,1.5
25003,0.5
110274,1.19
367146,1.59
60563,3.59
190620,0.97
111277,0.99
486512,2.0
248203,1.34
754300,1.77
731330,1.19
580218,1.5
706141,1.7
527535,0.8
163675,3.19
786000,0.88
403930,3.19
368161,2.99
482868,2.69
86977,0.99
259604,3.59
124409,0.99
195365,1.45
87179,2.9699999999999998
551275,1.88
441547,1.35
171686,3.19
571900,1.19
695767,1.19
726601,0.79
706953,0.67
152298,1.99
23723,1.25
804948,0.69
278244,1.5
385634,2.5
249826,0.99
512439,0.99
200713,1.5
360622,2.29
334270,2.0
417884,2.15
319642,2.99
422898,2.49
207840,2.19
609771,1.59
428811,2.5
217840,1.99
481,2.0
262526,2.69
365181,1.99
378932,2.25
121195,1.09
790181,1.19
87900,0.99
352568,1.35
413410,1.99
113309,1.09
135174,3.78
27465,1.89
485590,2.69
480052,0.89
402652,2.99
136012,1.99
307401,2.89
472078,1.75
457922,0.8
744549,0.88
223869,1.5
81908,0.99
744663,0.75
765142,0.69
513661,1.19
430555,2.49
623855,0.79
461398,1.69
26384,1.59
755137,1.77
541892,0.8
18000,1.19
798655,2.59
153843,1.99
640969,0.65
592208,1.39
273923,2.19
638854,0.45
135250,1.89
744583,0.99
747701,1.39
803441,0.39
590260,2.39
552368,1.79
126035,1.08
375620,2.09
481400,0.89
543269,1.19
359874,3.49
425800,3.0
746557,0.89
533336,1.79
332760,3.29
139174,1.89
74151,1.49
19150,0.84
282976,0.99
762158,0.79
411868,1.99
273296,0.99
430991,2.5
499952,1.79
546413,2.95
689167,1.58
440111,1.99
746740,0.88
281591,1.5
647262,0.45
303149,1.99
371887,3.09
684644,1.09
25412,0.5
600128,0.99
187618,1.59
12660,2.29
90015,0.83
311533,2.89
348585,2.69
15841,1.19
139224,3.78
312303,2.89
605395,1.99
595463,1.5
360560,2.29
812749,1.19
616501,0.99
397326,2.19
645231,0.45
640726,0.65
579663,1.5
271354,3.98
211382,1.99
150519,2.19
549031,3.45
750519,1.77
718584,0.99
224875,0.99
463169,0.79
818080,1.99
678322,0.79
403695,2.49
418050,3.0
140195,1.99
225055,1.99
521349,1.19
754009,1.77
244189,1.34
600976,1.59
814898,1.29
532979,0.99
424514,1.59
190690,0.97
252074,1.5
730415,1.19
802813,0.39
617071,0.79
378384,1.5
490323,2.69
101193,0.99
360828,2.29
620730,0.79
149538,2.19
82638,0.99
749115,3.54
41040,0.8
789749,1.09
753193,1.99
302705,2.99
551862,1.5
446211,1.29
478540,0.79
92577,0.99
121585,0.99
753008,1.99
270421,2.98
409241,2.25
365264,1.99
623799,0.79
396269,1.99
431018,3.19
218492,0.99
43092,1.25
505457,1.19
762634,0.79
199256,1.99
331500,2.0
283832,1.99
579329,3.0
211012,1.5
354005,2.35
461415,1.69
470443,1.99
6184,2.5
468706,1.99
581508,1.5
65604,2.19
222360,3.59
456758,1.69
451435,0.79
756412,1.69
542788,1.19
742835,1.59
697413,1.25
376102,2.19
147305,2.29
618052,0.79
421001,1.95
201579,1.99
534610,0.79
357047,3.49
637818,0.45
493254,1.19
689834,0.79
423274,2.75
246280,0.99
476648,1.89
463125,1.59
374034,0.99
371909,3.09
442583,1.65
73036,2.79
502690,0.99
261211,2.5
319697,2.99
149594,2.19
160485,3.19
211673,1.99
256276,0.99
577209,1.5
162049,3.19
790429,0.98
758484,0.79
70199,2.19
118682,1.09
414979,2.15
110714,0.99
50359,1.79
739892,1.19
365230,1.99
23128,0.84
594847,1.25
565954,1.79
246589,1.99
89992,0.83
770636,0.67
81351,0.83
747561,1.04
364618,1.79
488908,3.49
557048,1.25
708700,0.79
186518,1.65
421716,2.49
352458,1.99
800135,0.89
144040,2.29
610523,2.39
719184,0.99
182082,1.0
168794,3.19
287934,1.99
768166,0.67
77144,1.69
130490,3.98
464666,0.99
76311,1.99
600892,1.59
119344,1.09
201367,1.99
40088,0.84
193370,1.45
206057,2.19
817880,3.98
793089,1.09
463508,1.38
581571,1.5
311674,2.89
221559,2.1799999999999997
169301,3.49
695786,2.38
598894,1.25
160052,2.19
149319,2.19
239422,2.19
702623,0.79
126126,0.54
57800,3.59
611665,2.5
706011,0.85
108025,0.59
300870,0.7
560751,1.59
460671,1.13
529362,0.79
40748,0.99
117721,1.09
5489,2.0
437848,1.99
707721,0.85
178416,0.99
750227,1.77
287529,1.79
556371,1.5
413134,1.79
213508,1.99
357321,3.49
667744,1.59
543586,0.19
618789,1.58
149356,2.19
633197,3.12
174760,0.99
479529,0.79
275150,1.99
540733,1.55
19645,1.25
271856,0.99
320264,3.19
676451,0.67
464920,0.86
388475,1.99
320978,3.19
673215,3.98
429704,2.49
517551,0.99
3539,2.29
388261,3.98
423019,2.99
576873,1.5
149237,2.19
631756,3.49
581420,1.5
335873,2.69
713785,0.66
449308,0.99
530636,0.99
187612,1.59
742250,1.59
408107,2.15
557355,1.25
6898,2.0
534002,0.64
104223,0.59
638714,0.9
269088,0.99
214750,1.5
307785,2.89
553785,1.5
214867,1.5
372243,3.09
563276,2.39
221658,2.69
136137,3.98
809633,1.57
139987,1.99
589029,2.0
379262,1.99
715736,0.88
22740,1.39
220571,1.34
392026,2.19
697376,1.25
266944,0.99
34070,0.8
207190,3.0
808346,0.99
796928,0.99
227273,2.19
802208,0.39
763308,0.79
375597,2.09
708671,0.79
168115,3.19
19704,1.25
84283,0.99
664134,1.19
643669,0.65
664472,1.29
214765,1.5
630784,3.69
562057,1.5
640022,0.45
517064,1.19
575664,3.58
259222,2.69
98494,1.29
674483,0.79
113381,0.89
128274,1.99
799844,1.19
185872,1.59
29026,1.2
412065,1.99
569001,1.5
673195,3.98
79802,1.39
119335,0.54
351335,1.89
155631,1.29
299618,2.99
440202,2.55
582762,1.5
390996,2.19
375252,1.99
2441,2.5
249642,0.99
260443,3.59
517196,0.99
795902,0.89
651908,0.67
412145,1.99
220468,1.33
663921,1.19
570312,2.25
337063,2.59
391929,2.25
174331,0.75
776533,0.69
594801,1.25
337369,2.69
159654,3.19
2766,2.0
373888,0.99
193150,0.97
29302,1.2
569837,1.5
486947,2.0
281552,1.5
67089,2.19
592632,1.25
49497,1.07
264745,3.59
789989,1.19
699574,0.99
222854,2.69
526121,1.19
221081,0.99
332050,2.59
354243,2.65
393249,1.5
365448,1.99
249842,0.3
659798,0.67
497529,1.99
703236,0.75
182155,0.5
450237,0.86
728475,0.79
155192,2.58
764102,1.3
748702,1.99
621103,0.99
426050,2.99
172758,0.69
305427,3.79
225728,0.99
562790,2.5
600312,1.5
100861,0.99
385621,2.5
720028,0.89
549943,1.34
130071,1.59
341120,2.89
307253,2.89
129666,1.99
492836,3.58
216461,0.99
785589,0.88
141951,2.19
235673,2.9699999999999998
298365,1.99
757074,1.99
150049,2.19
734608,1.29
464629,0.99
340776,2.5
402944,2.99
575191,1.79
216321,1.25
78590,0.99
469518,1.99
383307,2.99
389770,1.95
803015,0.39
108277,0.59
476510,1.89
738044,1.19
546374,2.95
733374,1.29
707362,0.85
115985,0.54
460032,1.29
103675,1.39
442372,1.49
135363,1.89
190931,1.29
699177,1.39
672181,1.69
106786,0.59
343728,2.0
390653,1.79
693563,0.85
733508,2.58
660170,1.09
217637,1.5
657742,0.85
146530,2.29
194667,2.9
116756,2.18
705504,0.85
785301,1.19
763450,0.79
77952,0.99
360259,2.29
180394,1.25
749410,3.54
52194,0.99
462583,1.69
530434,0.99
55647,3.59
132824,0.99
563526,2.39
445736,0.86
233083,1.98
68480,2.25
305381,2.35
76549,1.75
45997,1.25
453816,1.29
137073,1.89
555888,1.5
665688,1.29
592352,1.25
333088,2.0
381605,1.5
390524,1.95
632999,3.39
36550,2.29
275529,0.99
246025,0.99
534953,0.99
262912,2.69
500245,1.99
25922,0.69
413983,1.95
658474,0.67
570008,1.5
445196,0.99
776924,0.69
267267,0.99
450191,1.29
469141,1.99
114853,0.99
797809,1.09
316169,2.89
371450,3.09
422731,2.29
719417,0.99
177206,0.84
55693,3.59
428254,1.49
563746,3.59
33936,0.8
489313,3.49
663259,1.39
688244,0.69
271079,1.99
90536,0.99
551994,1.5
526060,1.19
392764,1.5
75872,2.45
116158,1.09
147711,2.29
805925,1.75
433267,2.39
226160,0.99
661227,2.18
362102,2.99
593579,1.59
295276,0.99
462428,1.69
209136,1.09
41262,0.8
495550,1.19
97659,0.99
666782,1.59
338763,2.0
691671,0.85
522399,0.59
342918,2.0
11659,2.79
595359,2.58
538074,2.79
385216,3.19
806774,0.88
36822,2.35
670794,1.77
235434,1.99
255201,1.79
397306,2.19
243979,1.33
526935,1.19
501306,1.19
165772,3.19
100147,0.99
539978,1.39
425625,2.49
787165,1.09
790601,0.99
263897,3.59
86795,0.99
354635,2.45
413981,3.9
401959,2.19
418447,1.99
448890,0.64
817164,1.99
127745,0.99
534263,0.99
558385,0.99
491974,1.99
705604,0.67
49077,1.79
194875,1.29
145210,2.19
291162,2.19
607805,1.25
792188,1.19
116904,0.89
197889,0.99
585092,1.5
518762,0.99
548109,0.99
375279,1.99
529937,0.8
199318,2.19
559482,1.0
456149,1.59
176702,0.99
718262,0.88
781269,0.99
287046,1.99
577865,1.5
701978,0.67
107763,1.18
25341,0.5
254917,0.99
339288,2.89
219811,1.5
30542,0.99
642428,0.65
411925,1.99
607789,1.25
488261,2.69
83103,0.99
162526,3.19
737340,1.98
474144,1.99
582568,1.5
417945,1.5
802383,0.39
619689,0.79
630907,3.49
743696,0.88
96595,0.99
663820,1.19
589713,2.0
537696,2.69
440067,1.99
192947,1.45
146769,2.29
451827,0.86
789318,0.99
166563,3.49
584045,1.5
562896,2.5
718275,0.88
450010,0.99
724927,1.19
633461,2.79
378555,1.5
627841,0.99
403473,2.49
197385,1.75
588489,2.0
666542,1.29
161216,3.19
203960,1.99
790605,0.99
509155,0.8
188968,0.99
742741,1.59
473304,1.59
607288,1.25
256301,2.9699999999999998
102269,1.98
444624,1.29
254170,1.99
507935,1.19
445512,0.99
338028,2.69
507276,1.19
612075,2.99
337503,2.0
285541,3.0
195386,1.29
293415,1.5
17054,1.39
34251,1.25
808226,0.88
755896,1.69
610793,1.95
329796,2.5
299009,0.99
28002,1.69
271549,0.99
224807,0.99
76637,1.69
289926,1.19
562240,1.59
225490,1.99
334081,2.0
650868,0.79
645520,0.45
375400,2.45
601951,1.09
792626,0.89
740656,1.29
523402,1.6
256868,1.5
43004,1.25
656825,0.67
696445,1.19
502203,1.19
375609,2.09
156514,2.39
139102,1.89
117554,1.09
274171,0.34
392055,2.25
624018,0.79
495029,1.19
448242,0.8
159605,3.19
628134,0.79
215295,1.99
477529,1.89
114787,1.09
455128,0.99
491052,1.79
488641,3.49
260055,2.69
140512,2.19
559097,1.59
94036,0.99
580558,1.5
700356,0.99
219612,1.5
655546,1.38
92222,1.78
422775,2.49
192151,0.99
263018,2.69
251501,1.48
84303,1.29
355545,2.29
117051,0.89
811954,1.29
765552,0.79
792498,1.09
816902,1.29
90529,0.99
167076,3.19
482547,2.49
374794,2.19
472189,1.89
184040,1.07
239418,1.99
681657,0.85
284815,1.99
685093,0.85
76323,1.99
731690,1.19
231949,1.99
624801,0.79
274030,1.34
449959,0.99
405072,1.99
468709,1.99
771051,1.09
88429,0.99
442177,1.19
441183,2.55
420532,1.99
333946,2.69
770363,0.66
792082,1.19
101570,0.99
644849,0.45
512095,1.19
123916,1.09
199486,1.34
43318,0.84
505538,0.8
346694,2.69
636563,0.45
41209,0.8
489004,2.69
450665,0.29
108605,0.49
34277,1.25
780974,0.99
219606,1.5
317294,2.89
233553,1.5
116154,1.09
345903,2.5
472739,1.99
331854,2.5
667033,1.59
172177,3.19
439352,2.55
672533,1.69
517302,0.99
674036,0.79
491532,1.79
158028,3.19
372700,2.39
421889,2.99
629353,0.79
177973,1.25
532764,1.69
62560,2.19
659901,0.67
414066,1.95
798297,1.89
306465,2.89
788647,1.09
221026,0.99
407623,2.15
815184,1.29
709216,0.99
415509,1.99
682488,0.67
114466,2.18
624968,0.07
578796,1.5
582220,2.25
317617,2.99
545031,1.19
640193,0.45
736415,1.59
814526,1.29
637180,0.45
247783,1.5
616539,0.99
145642,2.19
292542,2.19
409929,2.99
628755,0.79
759909,0.69
789374,0.99
761787,0.85
235041,1.5
521556,1.19
722497,0.88
630639,2.77
161309,2.69
370085,3.09
815195,1.29
247233,0.99
659638,0.67
387858,1.99
432985,2.59
789488,0.99
707334,0.85
22725,1.39
470861,1.99
702151,0.99
446195,1.29
517653,0.99
491599,3.98
662590,1.19
200,2.79
288765,1.5
94295,0.99
681859,0.85
773778,0.79
184097,0.99
487432,2.0
705406,0.67
124009,1.09
333742,2.59
273750,2.19
564859,1.39
382847,2.49
104540,0.59
549053,3.45
235304,1.99
602552,1.59
96181,0.99
790492,0.98
342171,2.5
233788,2.19
728683,0.88
390536,1.95
307300,2.89
298197,1.79
558238,0.99
216489,3.98
568923,1.5
39124,1.25
742772,1.99
25892,0.75
27611,1.89
205690,0.99
204110,1.99
726417,0.89
34734,1.68
793282,0.99
347270,2.0
599016,1.25
266794,1.99
587551,2.5
806610,0.88
779123,0.79
169422,2.99
778648,0.99
215229,1.5
178960,1.25
615321,0.79
247632,1.5
197394,1.99
796800,1.09
247221,0.99
786702,0.88
94707,0.99
488748,3.49
72102,2.0
672499,1.69
716186,0.99
652532,0.69
443241,0.86
458154,0.99
262680,2.69
201172,1.99
488136,2.69
459228,1.19
654040,1.58
307674,2.89
488288,2.69
601518,1.25
451669,0.99
639431,0.45
177887,1.25
247796,1.5
450327,0.86
593182,0.99
809967,1.19
470847,1.99
284561,1.99
346221,2.89
707853,0.88
25178,0.75
529711,1.19
144052,2.29
310040,2.89
14447,0.5
408767,2.25
344838,2.89
99155,0.83
127072,1.79
81117,0.83
635915,0.89
226144,0.99
636988,0.9
453811,1.29
406017,1.99
253754,1.5
208527,1.33
377027,1.99
760064,0.85
319479,2.99
418358,2.25
204257,1.99
154047,1.29
411669,3.98
125356,1.09
244856,0.99
701410,0.67
763636,0.79
686404,0.79
376533,1.5
310180,2.49
119512,1.09
420576,1.99
36159,0.84
708424,0.99
241704,0.99
672243,1.69
288915,1.99
108491,0.59
73451,2.79
77662,0.99
494922,1.19
281240,3.59
786215,0.88
264637,3.59
119426,1.09
98263,0.99
466319,1.69
546998,2.0
61139,1.99
530433,0.99
681259,1.7
393258,2.19
37586,1.39
49395,1.79
646603,0.45
327926,2.89
621714,0.79
682369,0.67
811896,1.29
523178,1.19
306515,2.89
576167,1.79
575091,3.58
664607,1.29
578101,1.5
62180,2.19
106441,0.0
386353,1.39
555359,1.5
123651,1.09
393409,3.0
522901,0.99
58319,2.29
37709,1.19
587833,2.5
202974,0.99
299470,3.29
297413,1.5
271518,0.99
396207,1.99
455321,0.99
94479,1.39
753491,1.99
337905,2.69
295564,0.99
138141,1.89
106302,0.59
87204,0.99
39136,1.25
491715,1.99
696101,1.19
310616,2.89
526462,1.19
430964,2.99
275988,1.79
537274,2.99
265549,2.69
439498,2.55
722228,0.99
182008,0.5
627591,0.99
585615,1.5
297037,2.9699999999999998
687368,0.79
14686,0.5
628219,0.79
810522,1.29
5776,2.0
271611,0.99
643186,0.45
166160,2.09
664812,2.58
672997,1.99
623823,0.79
113235,1.09
119726,1.09
653990,0.79
72320,2.49
188885,0.99
581637,2.59
534132,0.99
83909,1.98
219982,2.19
283930,1.98
7191,2.0
473470,1.85
538753,1.39
74968,2.49
193601,1.29
272987,0.49
797304,0.99
388536,1.99
691346,1.09
230623,1.99
659584,1.34
460045,1.29
454366,1.29
39039,3.75
441045,1.99
417483,1.5
377292,1.99
90682,0.99
800523,0.79
756615,1.69
93836,0.99
245054,1.99
349462,3.69
666321,1.29
36364,1.25
335516,2.0
725221,0.69
249830,0.99
88700,1.78
431154,1.5
142846,2.29
303706,3.69
603386,1.25
389415,1.5
515158,0.79
533776,1.55
586817,2.79
75159,2.49
616334,0.95
617508,0.79
350251,2.79
232733,1.99
117179,0.89
310798,2.99
746937,0.74
102388,0.99
745214,0.79
614762,1.5
268053,1.99
3977,2.49
675788,0.67
51373,0.99
258142,0.99
618910,0.99
572040,1.19
587447,2.5
516319,0.8
756734,1.99
577065,1.5
337262,3.49
573639,1.5
763325,0.79
341859,2.0
530640,0.99
717995,0.79
688495,0.69
689999,0.72
758651,0.79
253535,1.5
315438,2.99
534224,0.99
353000,1.69
674320,0.79
350822,2.29
598370,1.19
629052,0.79
195931,1.99
353161,1.69
243129,1.5
473655,1.99
87299,0.99
213549,1.99
27617,1.89
816445,1.29
795103,0.88
101413,0.99
37728,1.19
652700,0.69
109442,0.69
716302,0.99
409161,1.5
41312,0.8
658997,0.67
191248,1.45
791139,0.88
284990,0.99
318031,2.99
776498,0.69
655683,0.69
350273,2.79
376311,1.5
299197,1.5
483012,2.99
326105,2.69
780768,0.88
385104,3.19
38083,1.19
736674,1.99
606682,1.19
759116,0.69
68341,2.25
665409,1.29
325807,2.89
672694,1.69
603863,0.99
256226,0.99
213152,1.99
250142,0.99
312430,2.89
698864,2.78
103295,0.89
272850,1.98
124436,1.98
231669,1.5
393861,1.5
643720,0.9
578597,1.5
39631,0.84
709195,0.99
280093,1.89
795396,1.19
313285,2.89
392925,2.15
611608,2.5
97430,0.89
29342,1.79
161911,2.99
478669,0.89
334450,2.89
344319,2.69
672171,1.69
484395,1.85
341621,2.69
639514,0.45
362696,2.99
552623,1.79
173099,0.79
532226,0.99
167442,3.19
197709,1.99
144323,2.29
250284,0.99
677316,1.38
662399,1.19
261390,2.69
393219,2.25
93447,0.83
766859,0.69
222374,3.59
116205,1.09
408339,1.5
333106,2.0
656877,0.67
784541,1.19
613365,1.88
366978,1.99
38569,0.84
560075,1.25
418904,1.5
128825,1.99
163476,3.19
551984,1.5
553081,1.5
177489,1.25
208828,1.99
263921,3.59
85545,0.99
468044,1.99
446306,1.29
127154,1.79
695856,1.19
472424,1.99
74740,2.45
507477,1.19
700571,0.99
37622,1.19
695432,0.67
681107,0.85
16458,1.25
342628,2.89
554022,1.5
353047,1.69
313873,2.89
371232,3.09
536457,1.99
789651,0.99
142933,2.29
744442,0.74
178057,1.25
810788,1.29
155486,1.29
383920,2.99
563061,2.79
64389,1.5
249095,1.5
267312,0.99
478289,0.89
486228,3.49
241056,1.99
361623,2.45
334376,2.69
236697,1.99
754846,1.77
173142,0.79
674101,0.79
756494,1.69
271194,1.99
702490,0.79
650801,0.79
420376,1.99
481505,0.89
276985,2.19
814464,1.29
451213,1.19
347403,2.5
544728,1.19
310598,2.89
253680,1.5
54920,2.99
550695,1.88
218748,1.99
57739,3.49
8648,2.0
250122,0.99
699701,0.99
427126,1.49
307615,2.89
398992,2.19
441167,2.55
679399,0.67
383759,2.5
470261,1.79
739666,1.39
487231,2.69
568701,1.5
721693,1.19
412131,1.99
363879,1.79
26553,1.2
782213,0.99
93020,0.99
587992,2.0
66395,2.19
549821,1.33
300577,3.79
738035,1.19
593318,1.5
749944,3.54
475613,1.89
764174,0.66
163880,3.19
233398,2.19
179681,1.5
509723,1.19
4427,2.0
804597,0.99
40947,0.8
128914,1.99
807686,0.99
27084,1.79
52288,0.99
346463,2.0
620061,0.79
602895,1.25
509254,1.19
712418,0.88
174580,0.99
352012,1.79
640907,0.45
688753,1.58
691927,1.34
618072,0.79
247910,1.99
215554,1.99
157491,3.19
501485,1.19
92327,0.89
761762,0.85
558402,1.98
514552,0.99
142766,1.99
81861,0.99
662803,1.39
195281,1.45
658675,0.67
192208,1.98
369060,2.99
504705,0.99
408533,2.25
749106,1.77
483897,1.79
447213,1.29
537144,2.69
411210,1.5
652654,0.69
384574,2.49
301612,2.99
225466,1.99
216784,2.19
508861,0.99
490666,2.69
240165,1.97
527065,1.19
494347,1.19
144241,2.29
234422,1.99
599150,1.25
683329,1.34
79803,1.39
125539,1.09
116230,1.09
206542,1.5
595792,1.59
366558,1.99
694108,0.85
412897,1.95
332496,2.0
277741,2.19
325730,2.59
761112,0.67
430175,2.5
161836,2.99
664509,1.29
493189,1.79
511152,1.19
541327,1.19
417443,1.5
530583,0.99
202266,0.99
281489,1.5
238841,2.19
420107,1.5
576770,3.69
30728,0.93
191076,2.58
320118,2.99
630261,0.79
83792,1.98
246094,0.99
779594,0.79
251662,1.38
229356,1.99
115609,0.79
747888,0.99
371607,3.09
757543,1.99
235892,1.98
632157,3.49
178852,0.84
216268,2.19
397308,2.15
110477,0.59
312551,2.89
757627,0.88
670729,1.77
483234,1.89
633274,2.69
431302,1.49
799297,1.19
667398,1.99
211473,1.99
285589,1.5
94567,0.99
254870,0.99
147198,2.29
706572,0.67
118240,1.09
795408,1.19
221811,2.69
49907,1.59
557778,1.25
278656,1.99
132078,0.99
386048,1.49
630156,0.79
274951,3.0
497522,1.99
151780,2.29
574686,1.5
487322,3.89
264540,2.69
429352,3.9800000000000004
736587,1.59
563181,2.79
727341,0.88
696631,1.19
129191,3.98
42462,0.84
531882,0.8
757665,0.99
5201,2.0
814552,1.29
20751,0.8
265617,3.59
511508,0.99
702277,0.79
123869,1.09
100493,0.99
453200,0.64
687581,0.67
264629,3.59
790923,0.88
208271,1.33
699946,1.98
549039,3.79
784279,1.39
333852,2.89
565932,1.79
777183,0.77
468513,1.89
633956,2.79
773049,0.69
91934,0.99
604775,1.39
658892,0.67
525950,0.99
799705,0.99
41096,0.8
463516,0.69
98245,0.99
265955,3.59
483089,1.89
792254,1.09
206866,2.19
660956,1.09
146351,2.29
446167,0.64
632271,3.49
515745,0.59
780263,0.99
158819,2.99
76868,1.69
724147,0.88
193093,0.97
507514,1.19
60677,2.19
398419,1.5
616044,0.95
622048,0.79
753664,1.77
185654,1.45
14900,0.75
772241,0.89
113741,0.89
193202,1.94
802947,0.39
465284,1.29
154470,1.29
694364,0.85
427022,2.49
506569,0.99
788778,0.99
24062,1.25
669291,3.54
754756,1.77
659270,0.67
99606,1.98
425114,2.99
651999,0.67
434836,2.39
605692,1.65
282920,0.99
590907,2.38
758398,0.79
399146,1.99
630104,0.79
329842,2.5
771271,1.7
480987,0.79
544911,0.59
230988,1.98
13116,0.46
2237,2.5
278570,1.34
181619,0.5
624786,0.79
43116,1.25
160662,3.19
511582,0.99
715478,0.99
125681,0.44
542840,1.19
85897,1.29
128930,1.99
176514,1.98
160767,3.19
800095,1.49
116253,1.09
52110,0.99
508093,1.19
224755,0.99
44986,0.84
105848,0.59
71510,2.0
296254,1.99
768411,0.67
477663,1.89
769943,0.67
261558,3.59
66996,1.5
664083,1.19
606490,1.19
423550,2.75
234150,1.33
71202,2.79
293000,2.19
